id;fecha;genero;edad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;jornada;funcion;personas_a_cargo;anios_en_empresa;anios_en_puesto;anios_experiencia;sueldo_bruto;beneficios;bono;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;erp;nombre_area;idioma_exigencia;idioma_porcentaje;satisfaccion;busqueda;beneficios_expectativa;pregunta_bizarra;rh_una_palabra;diversidad_sexual;libertad_ser;diversidad_management;lenguaje_inclusivo;discapacidad;linea_segura;sufrio_acoso;teletrabajo;retorno_plan;retorno_mes;retorno_decision;retorno_dias;modalidad_ingresos;retorno_satisfaccion;valoracion_gestion_pandemia;tipo_cambio;multiplicador;sueldo_ft;sueldo_dolar;cuenta
266;2021-10-29T21:59:06Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Transporte marítimo, puertos;1.001 - 2.500;Multinacional;30;Analista;Indeterminado;Full time;Compensaciones y beneficios;0;2;2;3;119000;Medicina prepaga / Plan de salud, Comedor / Almuerzos, Gimnasio, Home office;No recibo bono;1 solo;25;Julio;No;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;119000;1117.7907195190683;1
267;2021-10-29T22:31:11Z;Mujer cis;46 - 50;Maestría completa;Contador Público;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Petróleo y producción de gas, refinación de petróleo;251 - 500;Nacional;7;Gerente;Indeterminado;Full time;Diseño Organizacional;6;2;2;10;250000;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Home office, Idiomas, Seguro de vida (adicionales a los de ley), Reintegros en capacitación;Dos sueldos;2 ajustes;42;Noviembre;Si, en proyectos ad honorem;GV;Recursos Humanos;No;0;5;No,  pero escucho ofertas;vacaciones ilimitadas, dias off;si convivo, la edad de mis hijos;equipo;No;De acuerdo;0.2;En desacuerdo;No tengo ninguna discapacidad;No;Si;Si;Mixto;No aplica;De común acuerdo;A elección de cada empleado;Mixta;No aplica / Prefiero no responder;4;106.46;1;250000;2348.299830922412;1
268;2021-10-29T22:39:24Z;Mujer cis;25 - 30;Diplomado de posgrado completo;Psicología;Universidad Pública;México;NA;Relación de Dependencia;Servicios de salud;1.001 - 2.500;Nacional;18;Jefe;Indeterminado;Full time;Comunicación Interna;1;5;2;8;21309;Medicina prepaga / Plan de salud, Vacaciones extendidas, Combustible, Home office, Préstamos, Vales de despensa;Un sueldo;1 solo;20;Abril;No;No tenemos sistema de gestión;Talento y Desarrollo;No;0;5;No,  pero escucho ofertas;Becas, seguro de vida;¿Cuál es tu verdadera cara?;Humano;No;De acuerdo;0.4;Totalmente de acuerdo;No tengo ninguna discapacidad;No;Si;Si;Mixto;No esta definido;De la empresa;4 días;Mixta;Muy instatisfecho;4;21.747;1;21309;979.859290936681;1
269;2021-10-29T22:43:58Z;Mujer cis;31 - 35;Universitario completo;Otras;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;101 - 250;Nacional;8;Gerente;Indeterminado;Full time;Generalista;8;6;4;6;264000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de internet, Frutas y snacks, Gimnasio, Home office, Idiomas, Reintegro en electricidad;Dos sueldos;2 ajustes;40;Octubre;Si, en emprendimiento no relacionado con RRHH;No tenemos sistema de gestión;Talento Humano;No;NA;3;Sí, activamente;Descuentos en viajes (sumar millas) o en consumos masivos.;NA;Facilitador;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;264000;2479.8046214540673;1
270;2021-10-29T22:51:34Z;Mujer cis;31 - 35;Maestría completa;Psicología;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;5.001 - 10.000;Multinacional;100;Gerente;Indeterminado;Full time;Reclutamiento;20;2;1;6;380000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office, Idiomas, Reintegros en capacitación;Dos sueldos;3 o más ajustes;48;Noviembre;No;Workday;Recursos Humanos;Si;0.9;4;No,  pero escucho ofertas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;380000;3569.415743002067;1
271;2021-10-29T22:52:05Z;Mujer cis;41 - 45;Diplomado de posgrado en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;501 - 1.000;Nacional;6;Gerente;Indeterminado;Full time;Generalista;5;11;1;14;360000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Equipamiento ergonómico de teletrabajo, Home office, Idiomas, Posgrados;Un sueldo;1 solo;25;Octubre;No;No tenemos sistema de gestión;Capital Humano;No;0;3;No,  pero escucho ofertas;NA;NA;NA;No;Totalmente de acuerdo;0.4;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;Si;Si;Mixto;Noviembre 2021;De la empresa;A elección de cada empleado;Teletrabajo;Algo insatisfecho;5;106.46;1;360000;3381.551756528274;1
272;2021-10-29T22:54:40Z;Mujer cis;25 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;251 - 500;Multinacional;7;Pasante;Pasante;Part time;Reclutamiento;0;0;0;8;24000;Tarjeta de descuento, Vacaciones extendidas, Equipamiento ergonómico de teletrabajo;No recibo bono;2 ajustes;3;Octubre;No;No tenemos sistema de gestión;Recursos Humanos;No;0.1;2;Sí, activamente;Prepaga;Si tenía novio;Tenacidad;No;Totalmente de acuerdo;0.6;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;Si;Mixto;Marzo 2022 en adelante;De la empresa;No aplica;Teletrabajo;Muy instatisfecho;5;106.46;1;24000;225.43678376855158;1
273;2021-10-29T23:05:44Z;Mujer cis;36 - 40;Diplomado de posgrado completo;Otras;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;1.001 - 2.500;Nacional;6;Analista;Indeterminado;Full time;Payroll;0;0;0;13;110000;Comedor / Almuerzos, Seguro de vida (adicionales a los de ley);Un sueldo;2 ajustes;35;Julio;No;Meta4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;110000;1033.2519256058615;1
274;2021-10-29T23:10:38Z;Hombre cis;36 - 40;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Servicios públicos (agua, gas, electricidad);501 - 1.000;Nacional;7;Jefe;Indeterminado;Full time;Capacitación y Desarrollo;2;10;6;15;210000;Medicina prepaga / Plan de salud, Home office;Tres sueldos o más;3 o más ajustes;45;Octubre;No;RH Pro;Recursos Humanos;No;0;4;Sí, activamente;Medicina prepaga;No recuerdo;Personas;No;Totalmente de acuerdo;0.3;Totalmente en desacuerdo;No tengo ninguna discapacidad;Si;No;Voy rotando entre la oficina y el teletrabajo;Mixto;Noviembre 2021;De la empresa;2 días;Presencial;Algo satisfecho;4;106.46;1;210000;1972.5718579748263;1
275;2021-10-29T23:49:57Z;Hombre cis;36 - 40;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Otros;101 - 250;Nacional;2;Analista;Indeterminado;Full time;Administración de Personal;0;1;6;6;94600;Comedor / Almuerzos;No recibo bono;1 solo;15;Mayo;No;Calypso;Recursos Humanos;No;0.4;2;Sí, activamente;Prepaga;No tuve preguntas bizarras;Cooperación;No;Ni de acuerdo ni en desacuerdo;0.4;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;No;Presencial 100%;Ya volvimos 100%;No aplica;No aplica;Presencial;No aplica / Prefiero no responder;4;106.46;1;94600;888.5966560210409;1
277;2021-10-30T00:08:48Z;Mujer cis;31 - 35;Terciario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Salta;Relación de Dependencia;Terminales automotrices, fábricas autopartistas, y afines;101 - 250;Multinacional;5;Responsable;Indeterminado;Full time;Reclutamiento;0;2;2;4;100000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Abono de celular, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office;No recibo bono;3 o más ajustes;30;Septiembre;No;Enlatado propio;Recursos Humanos;No;0;3;Sí, activamente;No trabajar los dias sabados. Contar con una vehiculo. Mas capacitaciones o que me paguen mi carrera de grado;Una consultora externa. Si tenia problemas con mi relación con mi madre;Desarrollo;No;Totalmente de acuerdo;0.1;Totalmente en desacuerdo;Auditiva;Si;Si;No;Presencial 100%;Ya volvimos 100%;De la empresa;1 día;Presencial;Algo insatisfecho;5;106.46;1;100000;939.3199323689649;1
278;2021-10-30T00:21:05Z;Mujer cis;25 - 30;Universitario en curso;Psicología;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;10.001 o más;Multinacional;32;Responsable;Indeterminado;Full time;Reclutamiento;3;0;5;5;195000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de celular, Idiomas;No recibo bono;3 o más ajustes;30;Septiembre;No;Smart Recruiters;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;195000;1831.6738681194815;1
279;2021-10-30T01:06:41Z;Mujer cis;36 - 40;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Jujuy;Relación de Dependencia;Transporte (incluyendo aviación civil, ferrocarriles por carretera);251 - 500;Nacional;5;Gerente;Indeterminado;Full time;Generalista;3;3;3;17;200000;Medicina prepaga / Plan de salud, Abono de celular;No recibo bono;2 ajustes;16;Octubre;Si, en emprendimiento relacionado con RRHH;Tango;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;200000;1878.6398647379299;1
280;2021-10-30T01:44:49Z;Mujer cis;25 - 30;Universitario completo;Ingeniería Comercial;Universidad Pública;Ecuador;NA;Relación de Dependencia;Comercio;251 - 500;Nacional;3;Analista;Indeterminado;Full time;Payroll;0;6;3;3;950;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;NA;No;ADAM;Recursos Humanos;No;0.3;4;Sí, activamente;Seguro privado, flexibilidad de horarios, bonificaciones;Cuantos hijos tengo planificado tener;Estratega;No;En desacuerdo;0.2;Totalmente de acuerdo;No tengo ninguna discapacidad;No;Si;No;Presencial 100%;Ya volvimos 100%;No aplica;No aplica;Presencial;No aplica / Prefiero no responder;3;1;1;950;950;1
282;2021-10-30T01:49:59Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;10.001 o más;Nacional;120;Responsable;Indeterminado;Full time;Generalista;4;5;5;10;220000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Abono de celular, Reintegros en capacitación;Menos de un sueldo;1 solo;47;Octubre;No;SAP / SuccessFactors;Recursos Humanos;No;0;2;Sí, activamente;home office, bono por objetivos, almuerzo o snacks;qué te molesta de tu novio (?);varieté;No;En desacuerdo;0.3;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;No;Si;En evaluación;Ya volvimos 100%;De la empresa;1 día;Presencial;Algo insatisfecho;4;106.46;1;220000;2066.503851211723;1
283;2021-10-30T02:35:44Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;1 - 50;Multinacional;2;Analista;Indeterminado;Full time;Administración de Personal;0;3;3;10;200000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de internet, Comedor / Almuerzos, Frutas y snacks, Gimnasio, Home office, Idiomas, Posgrados;Dos sueldos;3 o más ajustes;45;Septiembre;Si, en emprendimiento no relacionado con RRHH;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;200000;1878.6398647379299;1
284;2021-10-30T06:57:47Z;Mujer cis;25 - 30;Maestría abandonada;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Alimentación, bebidas;1.001 - 2.500;Multinacional;50;Jefe;Indeterminado;Full time;Compensaciones y beneficios;2;7;2;11;330000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Comedor / Almuerzos, Gimnasio, Home office, Idiomas, Seguro de vida (adicionales a los de ley);Un sueldo;3 o más ajustes;50;Agosto;No;SAP / SuccessFactors;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;330000;3099.7557768175843;1
285;2021-10-30T08:35:48Z;Hombre cis;25 - 30;Universitario completo;Administración de Empresas;Universidad Pública;Argentina;Córdoba;Relación de Dependencia;Alimentación, bebidas;2.501 - 5.000;Multinacional;10;Analista;Indeterminado;Full time;Control de Gestión;0;1;1;1;101120;Medicina prepaga / Plan de salud, Tarjeta de descuento, Licencias extendidas, Comedor / Almuerzos, Home office;Un sueldo;3 o más ajustes;54;Octubre;Si, en emprendimiento no relacionado con RRHH;SAP / SuccessFactors;Recursos Humanos;No;NA;4;No estoy buscando cambiar;Mas dias de vacaciones;NA;Necesario;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;101120;949.8403156114973;1
286;2021-10-30T08:40:48Z;Hombre cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios financieros seguros;51 - 100;Nacional;4;Jefe;Indeterminado;Full time;Generalista;3;3;0;6;190000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de internet, Frutas y snacks, Gimnasio, Home office, Idiomas, Seguro de vida (adicionales a los de ley);Dos sueldos;3 o más ajustes;35;Septiembre;No;SAP / SuccessFactors;Recursos Humanos;No;0;3;No,  pero escucho ofertas;Mejor plan prepaga;Ninguna;Nucleo;No;De acuerdo;0.3;De acuerdo;No tengo ninguna discapacidad;Si;No;Voy rotando entre la oficina y el teletrabajo;Mixto;Marzo 2022 en adelante;De común acuerdo;A elección de cada empleado;Mixta;Algo satisfecho;4;106.46;1;190000;1784.7078715010334;1
287;2021-10-30T08:49:17Z;Hombre cis;31 - 35;Diplomado de posgrado completo;Psicología;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Hotelería, restauración, turismo;2.501 - 5.000;Multinacional;80;Jefe;Indeterminado;Full time;Reclutamiento;7;1;1;8;290000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Home office;Dos sueldos;2 ajustes;50;Octubre;No;Oracle HCM;Recursos Humanos;No;0;3;No,  pero escucho ofertas;Cobro en usd;No me acuerdo;Complejo;No;De acuerdo;0.2;De acuerdo;No tengo ninguna discapacidad;Si;No;Si;En evaluación;No esta definido;De la empresa;No aplica;Teletrabajo;Muy satisfecho;3;106.46;1;290000;2724.0278038699985;1
288;2021-10-30T09:11:47Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de correos y de telecomunicaciones;101 - 250;Nacional;2;HRBP;Indeterminado;Full time;Generalista;1;3;2;15;250000;Medicina prepaga / Plan de salud, Abono de celular, Combustible;Dos sueldos;3 o más ajustes;50;Agosto;No;Tango;Recursos Humanos;No;0;4;No,  pero escucho ofertas;Home office flexibilidad dia de vacaciones;No recuerdo;Apasionante;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;250000;2348.299830922412;1
289;2021-10-30T09:28:39Z;Hombre cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;3;Analista;Indeterminado;Full time;Generalista;0;0;0;8;170000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Abono de internet, Gimnasio, Home office;No recibo bono;No tuve ajustes;0;NA;No;No tenemos sistema de gestión;Recursos Humanos;No;0;3;No,  pero escucho ofertas;No sé;No sé;Transformador;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;170000;1596.8438850272403;1
290;2021-10-30T09:41:16Z;Mujer cis;18 - 25;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;51 - 100;Multinacional;2;Pasante;Pasante;Part time;Generalista;0;0;0;4;30000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Licencias extendidas, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office;No recibo bono;1 solo;12;Octubre;No;SAP / SuccessFactors;Recursos Humanos;Si;0.2;3;Sí, activamente;NA;NA;Compañía;No;Totalmente de acuerdo;0.7;Totalmente en desacuerdo;No tengo ninguna discapacidad;Si;No;Si;Mixto;Enero 2022;De la empresa;3 días;Mixta;Algo insatisfecho;5;106.46;1;30000;281.7959797106895;1
291;2021-10-30T09:55:03Z;Mujer cis;41 - 45;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Chile;NA;Relación de Dependencia;Servicios de correos y de telecomunicaciones;51 - 100;Nacional;4;Jefe;Indeterminado;Full time;Generalista;4;2;2;20;1700000;Seguro de vida (adicionales a los de ley);No recibo bono;No tuve ajustes;0;NA;No;Rex;Recursos Humanos;No;NA;3;No,  pero escucho ofertas;Horarios felxibles;Si tengo problemas en trabajar en algún tipo de rubro;Integrador;No;De acuerdo;0.1;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;No;No;Mixto;No esta definido;De la empresa;3 días;Presencial;Algo satisfecho;3;829.94;1;1700000;2048.3408439164277;1
292;2021-10-30T10:01:08Z;Mujer cis;36 - 40;Diplomado de posgrado en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Función pública;2.501 - 5.000;Nacional;45;Responsable;Planta de gestión / transitoria;Full time;Generalista;3;3;3;15;150000;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Home office, Idiomas, Posgrados;No recibo bono;3 o más ajustes;23;Septiembre;No;enlatado;Recursos Humanos;No;0;3;Sí, activamente;flex time, bono, idioma, formación, home office;NA;Empatía;No;Totalmente de acuerdo;0.4;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;No;Voy rotando entre la oficina y el teletrabajo;En evaluación;No aplica;De común acuerdo;3 días;Mixta;Algo satisfecho;3;106.46;1;150000;1408.9798985534474;1
293;2021-10-30T10:03:02Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;1.001 - 2.500;Multinacional;150;Analista;Indeterminado;Full time;Capacitación y Desarrollo;0;4;2;5;101000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Gimnasio, Home office, Idiomas, Reintegros en capacitación;Dos sueldos;3 o más ajustes;50;Octubre;Si, en emprendimiento no relacionado con RRHH;Workday;Capital Humano;Si;0.4;4;Sí, activamente;Almuerzo;Si tengo novio. Si quiero tener hijos;Imagen;No;De acuerdo;0.5;De acuerdo;No tengo ninguna discapacidad;Si;No;Si;Mixto;Noviembre 2021;No aplica;No aplica;Mixta;Algo insatisfecho;4;106.46;1;101000;948.7131316926545;1
294;2021-10-30T10:13:11Z;Hombre cis;18 - 25;Universitario en curso;Administración de Empresas;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Alimentación, bebidas;5.001 - 10.000;Multinacional;50;Pasante;Pasante;Part time;Administración de Personal;0;0;0;0;40000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office, Idiomas;No recibo bono;No tuve ajustes;10;Septiembre;No;No tenemos sistema de gestión;Recursos Humanos;No;0.1;5;No,  pero escucho ofertas;NA;NA;Compañerismo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;40000;375.72797294758595;1
295;2021-10-30T10:21:10Z;Hombre cis;25 - 30;Terciario en curso;RRHH / RRLL / RRTT;Universidad Privada;Uruguay;NA;Relación de Dependencia;Agricultura, plantaciones, otros sectores rurales;251 - 500;Multinacional;35;Analista;Indeterminado;Full time;Compensaciones y beneficios;0;2;1;1;74000;Medicina prepaga / Plan de salud, Horarios flexibles, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Gimnasio, Home office, Idiomas, Seguro de vida (adicionales a los de ley);Un sueldo;1 solo;3.5;Marzo;No;Workday;Recursos Humanos;Si;0.7;3;Sí, activamente;Seguro privado, almuerzos, becas universidad;NA;Personas;Si;De acuerdo;0.5;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;Si;Si;Mixto;Enero 2022;De común acuerdo;3 días;Teletrabajo;Algo insatisfecho;4;44.001;1;74000;1681.7799595463741;1
296;2021-10-30T10:33:43Z;Mujer cis;25 - 30;Diplomado de posgrado completo;Otras;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;2.501 - 5.000;Nacional;90;Analista;Indeterminado;Full time;Reclutamiento;0;0;0;5;132500;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de internet, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Gimnasio, Home office;Un sueldo;1 solo;6;Octubre;Si, en emprendimiento relacionado con RRHH;Meta4;People;No;0.3;5;No estoy buscando cambiar;Almuerzos pagos y más días libres;Cómo te ves de acá a 5 años;Facilitadores;No;Totalmente de acuerdo;0.3;De acuerdo;No tengo ninguna discapacidad;No;No;Si;Mixto;No esta definido;De la empresa;A elección de cada empleado;Mixta;Algo satisfecho;5;106.46;1;132500;1244.5989103888785;1
297;2021-10-30T10:43:53Z;Mujer cis;25 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Comercio;251 - 500;Multinacional;35;Analista;Indeterminado;Full time;Reclutamiento;0;0;0;5;80000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office, LinkedIn recruiter Días libres de descanso;No recibo bono;No tuve ajustes;0;NA;Si, en emprendimiento no relacionado con RRHH;No tenemos sistema de gestión;People & culture;No;0.2;5;No estoy buscando cambiar;Prepaga para grupo familiar primario;NA;Pasión;No;Totalmente de acuerdo;0.4;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No se;Si;Si;Remoto 100%;No aplica;De la empresa;No aplica;Teletrabajo;No aplica / Prefiero no responder;5;106.46;1;80000;751.4559458951719;1
298;2021-10-30T10:48:02Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Jujuy;Relación de Dependencia;Minería;251 - 500;Multinacional;8;Analista;Plazo Fijo;Full time;Administración de Personal;0;0;0;9;75000;Medicina prepaga / Plan de salud, Comedor / Almuerzos, Frutas y snacks, Gimnasio, Seguro de vida (adicionales a los de ley);Un sueldo;2 ajustes;8000;Septiembre;No;SAP / SuccessFactors;Recursos Humanos;No;0;2;Sí, activamente;Combustible;Cuáles son 3 defectos y tus 3 virtudes?;Personas;No;Ni de acuerdo ni en desacuerdo;0.3;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;Si;No;Presencial 100%;No esta definido;De la empresa;No aplica;Presencial;Muy instatisfecho;3;106.46;1;75000;704.4899492767237;1
299;2021-10-30T10:58:55Z;Hombre cis;18 - 25;Universitario completo;Ingeniería Industrial;Universidad Privada;Perú;NA;Relación de Dependencia;Servicios financieros seguros;2.501 - 5.000;Nacional;45;Analista;Indeterminado;Full time;People Analytics;0;0;0;3;5500;Medicina prepaga / Plan de salud, Horarios flexibles, Equipamiento ergonómico de teletrabajo, Home office;Un sueldo;No tuve ajustes;0;Mayo;Si, en emprendimiento no relacionado con RRHH;SAP / SuccessFactors;Gestión de Personas;Si;0.2;4;No,  pero escucho ofertas;Utilidades;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.0567;1;5500;1355.7817930830477;1
300;2021-10-30T11:04:18Z;Mujer cis;36 - 40;Diplomado de posgrado completo;Administración de Empresas;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;1 - 50;Multinacional;1;Gerente;Indeterminado;Full time;Reclutamiento;0;2;5;11;250000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de internet, Home office, Idiomas, Reintegro en electricidad;No recibo bono;3 o más ajustes;34;Julio;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;Si;0.3;3;No estoy buscando cambiar;GYM, jornada mas corta;NA;Resolver problemas de personas y empresas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;250000;2348.299830922412;1
301;2021-10-30T11:16:36Z;Hombre cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Chubut;Relación de Dependencia;Petróleo y producción de gas, refinación de petróleo;1.001 - 2.500;Multinacional;17;Analista;Indeterminado;Full time;Generalista;0;2;2;4;120000;Medicina prepaga / Plan de salud, Home office, Seguro de vida (adicionales a los de ley);No recibo bono;3 o más ajustes;40;Octubre;No;SAP / SuccessFactors;Recursos Humanos;Si;0.3;3;No,  pero escucho ofertas;Comedor - gimnasio - reintegros por capacitacion;"NA";Servicio;No;Totalmente de acuerdo;0.3;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;120000;1127.183918842758;1
