id;fecha;genero;edad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;jornada;funcion;personas_a_cargo;anios_empresa;anios_puesto;anios_rh;sueldo_bruto;modalidad;beneficios;bono;ajuste;ajuste_porcentaje;idioma_exigencia;idioma_situaciones;recomendacion;busqueda;comunidad;comunidades;consejo_empleados;diversidad_sexual;discapacidad;diversidad_management;contrata_senior;contrata_discapacidad;sufrio_acoso;machismo;procesos_erp;tienen_pa;herramientas_analisis;prioridad_pa;usa_genai;genai_casos;capacitacion_pa;moneda;codigo_iso;banco;tipo_cambio;fuente;multiplicador;sueldo_ft;sueldo_dolar;cuenta
154;2023-10-19T18:55:44Z;Mujer cis;36 - 40;Universitario abandonado;Psicología;Universidad Pública;Argentina;Santa Fe;Relación de Dependencia;Servicios de correos y de telecomunicaciones;501 - 1.000;Nacional;6;Responsable;Plazo Fijo;Full time;Reclutamiento y selección;3;13;8;11;560000;Híbrido/Mixto;Horarios flexibles;No recibo bono;3 o más ajustes;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;560000;1521.9872805348698;1
155;2023-10-19T19:16:09Z;Mujer cis;31 - 35;Diplomado de posgrado completo;Psicología;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;5.001 - 10.000;Multinacional;0;Supervisor;Indeterminado;Full time;Diversidad e inclusión;5;0;0;15;999872;Remoto 100%;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Asistencia Psicológica, Abono de internet, Equipamiento ergonómico de teletrabajo, Guadería, Gimnasio, Home office, Idiomas, Posgrados, Seguro de vida (adicionales a los de ley), Reintegros en capacitación, Masajes;Menos de un sueldo;No tuve ajustes;0;Si;Reuniones, Emails, Reportes, Capacitación, Entrevistas, Documentación;4;No estoy buscando cambiar;Si;OIT;NA;No;Disautonomia;0.5;Si;Si;No;No es un entorno machista;Búsquedas/Applicant Tracking System, Nómina, Sueldos, Gestión del Desempeño, Capacitación, Compensación y Beneficios;Si;Plataforma de BI (por ej., Power BI, Qlik, etc.), Software de Data Science (R, Python, SAS);Ha crecido;Las uso ocasionalmente (alguna vez en los últimos 3 meses);Reporting;Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.), People Analytics;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;999872;2717.4865467195737;1
156;2023-10-19T19:17:20Z;Mujer cis;26 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Multinacional;3;Analista;Indeterminado;Full time;Reclutamiento y selección;0;3;3;7;520000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de internet, Equipamiento ergonómico de teletrabajo;No recibo bono;3 o más ajustes;71;No;Entrevistas;4;No,  pero escucho ofertas;No;NA;Que no deje la tecnologia de lado. Hay una falsa premisa que RRHH es todo manual y a pulmon pero hay un poco de herramientas y procesos que se pueden automatizar y medir.;No;NA;0.5;No;No;No;Si pero no es tanto;Búsquedas/Applicant Tracking System;No;Excel;Se mantuvo estable;Las uso frecuentemente (varias veces al mes);NA;Excel, People Analytics;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;520000;1413.2739033538078;1
157;2023-10-19T19:18:43Z;Hombre cis;26 - 30;Maestría o superior en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Chaco;Relación de Dependencia;Terminales automotrices, fábricas autopartistas, y afines;101 - 250;Nacional;1;Responsable;Indeterminado;Full time;Generalista;0;3;3;3;355185;Presencial 100%;Medicina prepaga / Plan de salud, Coaching;Variable en función de los resultados de compañía;No tuve ajustes;80.62;No;NA;4;No,  pero escucho ofertas;Si;Conversatorios y protocomunidades de RRHH en la ciudad;NA;No;No tengo ninguna discapacidad;0.4;Si;No;No;Si pero no es tanto;Nómina;No;Reportes Nativos del Sistema de Gestión, Excel;Ha crecido;Las uso ocasionalmente (alguna vez en los últimos 3 meses);Diseño de procedimientos y redacción de políticas y reglamentos;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;355185;965.3340218513888;1
159;2023-10-19T19:26:50Z;Mujer cis;31 - 35;Universitario completo;Psicología;Universidad Privada;Argentina;Santa Fe;Relación de Dependencia;Servicios de consultoría;101 - 250;Nacional;5;Responsable;Indeterminado;Full time;Generalista;1;1;1;11;800000;Remoto 100%;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Home office, Reintegro en electricidad;Variable en función de los resultados de compañía;3 o más ajustes;85;No;NA;3;No,  pero escucho ofertas;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;800000;2174.2675436212426;1
160;2023-10-19T19:27:45Z;Mujer cis;26 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Tecnologías de información;1 - 50;Nacional;1;HRBP;Indeterminado;Full time;varias de la lista: reclutamiento y seleccion, adm de personal, compensaciones y beneficios, capacitacion y desarrollo, comunicacion interna, diseño organizacional, tareas generalistas;0;1;1;3;430000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Abono de internet, Frutas y snacks, Home office, Idiomas;No recibo bono;3 o más ajustes;102;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;430000;1168.668804696418;1
161;2023-10-19T19:29:04Z;Mujer cis;26 - 30;Universitario abandonado;Sociología;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Alimentación, bebidas;251 - 500;Nacional;3;Responsable;Indeterminado;Full time;Reclutamiento y selección;1;1;0;4;475020;Híbrido/Mixto;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Home office, Descuentos en los productos de la marca;No recibo bono;3 o más ajustes;50;No;Documentación;5;No estoy buscando cambiar;Si;Comunidad Bench+ (organizado originalmente por Carolina Borrachia, allí intercambiamos info y nos ayudamos desinteresadamente en cuestiones relacionadas a la profesión).;Que tenga paciencia (el camino para llegar a una experiencia que nos brinde una calidad de vida cómoda y bien remunerada, no siempre es fácil en este ''rubro''). Que se arme de coraje para desmitificar nuestro rol. Que siempre recuerde que somos un área estratégica capaz de aportar gran valor. Que sea creativ@ y se anime a romper el molde. Y por último, que nunca se olvide que RH es un servicio hacia y para las personas de la organización.;No;No tengo ninguna discapacidad;0.3;Si;No;No;Si pero no es tanto;Búsquedas/Applicant Tracking System, Nómina;No;Reportes Nativos del Sistema de Gestión, Excel;Se mantuvo estable;Las uso frecuentemente (varias veces al mes);Para un montón de cosas! Me sirve para dar primeras ideas a la hora de diseñar ciertas cosas: comunicación interna, descripciones de puesto, creación de capacitación y planes de desarrollo, y mil cositas más.;Inteligencia Artificial;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;475020;1291.0257107137033;1
162;2023-10-19T19:30:27Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Hotelería, restauración, turismo;251 - 500;Nacional;5;Gerente;Indeterminado;Full time;Administración de personal;5;2;2;15;780000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Tarjeta de descuento, Vacaciones extendidas, Abono de celular, Combustible, Comedor / Almuerzos;Un sueldo;1 solo;65;No;No lo utilizo;3;Sí, activamente;No;NA;Que si esta entre otras opciones, elija otra carrera. Somos el área que se ve como un gasto y nuestro trabajo,  por más estratégico que sea, nunca es valorado al 100%.;No;No tengo ninguna discapacidad;0.4;Si;No;No;Si, es muy machista;Búsquedas/Applicant Tracking System, Nómina;No;Excel;Ha crecido;No las usé nunca;NA;Excel;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;780000;2119.9108550307114;1
165;2023-10-19T19:34:08Z;Hombre cis;41 - 45;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;10.001 o más;Multinacional;15;Gerente;Indeterminado;Full time;Generalista;15;0;0;15;2800000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Comedor / Almuerzos, Frutas y snacks, Gimnasio, Idiomas, Seguro de vida (adicionales a los de ley);Tres sueldos o más;3 o más ajustes;75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;2800000;7609.936402674349;1
166;2023-10-19T19:41:07Z;Mujer cis;18 - 25;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Río Negro;Relación de Dependencia;Petróleo y producción de gas, refinación de petróleo;251 - 500;Nacional;8;Analista;Indeterminado;Full time;Payroll / Liquidación de sueldos;0;0;3;3;740000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Combustible, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Guadería, Gimnasio, Home office, Idiomas;Un sueldo;3 o más ajustes;54;No;Ninguno;5;No,  pero escucho ofertas;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;740000;2011.1974778496494;1
167;2023-10-19T19:43:59Z;Mujer cis;18 - 25;Maestría o superior en curso;Administración de Empresas;Universidad Privada;Perú;NA;Relación de Dependencia;Otros;1 - 50;Multinacional;4;Analista;Plazo Fijo;Full time;Generalista;0;0;0;4;5000;Híbrido/Mixto;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;Si;Reuniones, Emails, Reportes, Capacitación, Entrevistas;2;Sí, activamente;No;NA;NA;No;No tengo ninguna discapacidad;0.4;No;No;No;Si pero no es tanto;Búsquedas/Applicant Tracking System;No;Reportes Nativos del Sistema de Gestión;No sé;Las uso ocasionalmente (alguna vez en los últimos 3 meses);NA;NA;Sol;PEN;BCRP;3.738;bcrp.gob.pe;1;5000;1337.613697164259;1
168;2023-10-19T19:44:23Z;Mujer cis;31 - 35;Universitario completo;Ingeniería Industrial;Universidad Privada;Perú;NA;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;4;Analista;Plazo Fijo;Full time;HRIS / Administración de sistemas de RH;0;2;2;5;4000;Remoto 100%;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Asistencia Psicológica, Abono de internet, Home office, Asesoramiento Financiero, Coaching, Reintegros en capacitación;No recibo bono;No tuve ajustes;0;No;Documentación;5;No estoy buscando cambiar;Si;Wsp varios;Darlo todo por las personas;Prefiero no responder;No tengo ninguna discapacidad;0.2;No;No se;No;Si pero no es tanto;Búsquedas/Applicant Tracking System, Nómina, Gestión del Desempeño, Compensación y Beneficios;No;Excel;Se mantuvo estable;Las uso frecuentemente (varias veces al mes);Armado de mensajes, correos, cartas, ideas para un evento, planes;NA;Sol;PEN;BCRP;3.738;bcrp.gob.pe;1;4000;1070.0909577314071;1
169;2023-10-19T19:45:42Z;Mujer cis;18 - 25;Universitario en curso;Psicología;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;251 - 500;Multinacional;7;Administrativo;Indeterminado;Full time;Comunicación interna;0;0;0;0;220000;Presencial 100%;Medicina prepaga / Plan de salud, Abono de internet, Frutas y snacks, Idiomas;No recibo bono;1 solo;12;No;Emails;3;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.1;No se;No;No;No es un entorno machista;NA;No sé;Plataforma de BI (por ej., Power BI, Qlik, etc.);NA;Las uso ocasionalmente (alguna vez en los últimos 3 meses);NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;220000;597.9235744958418;1
170;2023-10-19T19:49:45Z;Mujer cis;36 - 40;Terciario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Santa Fe;Relación de Dependencia;Industria siderúrgica;2.501 - 5.000;Multinacional;75;Analista;Indeterminado;Full time;Capacitación y desarrollo;0;14;2;16;580000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Charter / Servicio de transporte, Comedor / Almuerzos, Guadería, Home office, Seguro de vida (adicionales a los de ley);Un sueldo;3 o más ajustes;100;No;Emails, Capacitación;4;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.1;No;No;Si;Si, es muy machista;Nómina, Sueldos, Gestión del Desempeño, Compensación y Beneficios;No;Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Ha decrecido;No las usé nunca;NA;Inteligencia Artificial;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;580000;1576.343969125401;1
171;2023-10-19T19:57:22Z;Mujer cis;26 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Educación;251 - 500;Nacional;4;Analista;Indeterminado;Full time;Capacitación y desarrollo;2;3;2;2;430000;Remoto 100%;Tarjeta de descuento, Horarios flexibles, Home office, Idiomas, Cursos gratuitos;Variable en función de los resultados de compañía;3 o más ajustes;100;No;NA;3;No,  pero escucho ofertas;Si;Empujar;Complementar la formación con Data Analytics y People Analytics;No;No tengo ninguna discapacidad;0.5;Si;No;No;Si, es muy machista;Nómina, Sueldos;No;Plataforma de BI (por ej., Power BI, Qlik, etc.);Se mantuvo estable;No las usé nunca;NA;Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.), Base de Datos (SQL);Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;430000;1168.668804696418;1
172;2023-10-19T20:04:08Z;Mujer cis;18 - 25;Maestría o superior en curso;Psicología;Universidad Pública;Argentina;Córdoba;Relación de Dependencia;Tecnologías de información;101 - 250;Multinacional;8;Analista;Indeterminado;Full time;Comunicación interna;1;0;0;1;240000;Presencial 100%;Medicina prepaga / Plan de salud, Tarjeta de descuento, Idiomas;No recibo bono;1 solo;110;Si;Reuniones, Emails, Documentación;1;Sí, activamente;No;NA;NA;No;No tengo ninguna discapacidad;0.2;No;No;Si;Si pero no es tanto;No tenemos sistema de gestión;Si;Excel;Se mantuvo estable;Las uso frecuentemente (varias veces al mes);NA;Excel;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;240000;652.2802630863728;1
173;2023-10-19T20:19:44Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Educación;51 - 100;Multinacional;5;Analista;Indeterminado;Full time;Reclutamiento y selección;0;0;0;4;420000;Presencial 100%;No tengo beneficios adicionales, Medicina prepaga / Plan de salud;No recibo bono;1 solo;30;No;NA;3;No,  pero escucho ofertas;No;NA;Que se capacite mucho y se especialice en algo puntual.;No;No tengo ninguna discapacidad;0.5;No;No;No;No es un entorno machista;No tenemos sistema de gestión;No;Excel;Ha crecido;Las uso frecuentemente (varias veces al mes);Para mejorar mis publicaciones, para redactar un aviso, para buscar fuentes de reclutamiento, para obtener datos de una encuesta.;People Analytics;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;420000;1141.4904604011524;1
174;2023-10-19T20:22:56Z;Mujer cis;46 - 50;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;1.001 - 2.500;Nacional;60;Gerente;Indeterminado;Full time;Generalista;6;3;1;19;860000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Gimnasio, Home office, Idiomas, Reintegro en electricidad;Un sueldo;3 o más ajustes;90;No;Emails, Documentación;4;No,  pero escucho ofertas;Si;ADRHA;Que sea perseverante, que potencie su forma de comunicarse, que desarrolle habilidades comerciales (venta), que mire integralmente la empresa/negocio y el mercado y que tenga mucha tolerancia a la frustración je;No;No tengo ninguna discapacidad;0.4;Si;No se;Si;Si pero no es tanto;Búsquedas/Applicant Tracking System, Gestión del Desempeño;No;Plataforma de BI (por ej., Power BI, Qlik, etc.);Se mantuvo estable;No las usé nunca;NA;Excel, Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.), People Analytics;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;860000;2337.337609392836;1
176;2023-10-19T20:31:54Z;Mujer cis;31 - 35;Universitario completo;Administración de Empresas;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Construcción;101 - 250;Nacional;2;Responsable;Indeterminado;Full time;Generalista;1;1;2;9;490000;Presencial 100%;No tengo beneficios adicionales;No recibo bono;3 o más ajustes;45;No;NA;1;Sí, activamente;No;NA;Que no se limite a las relaciones interpersonales y también desarrollo habilidades hard;No;No tengo ninguna discapacidad;0.3;No;No;NA;Si pero no es tanto;Nómina, Sueldos;No;Excel;NA;No las usé nunca;NA;Excel, People Analytics, Inteligencia Artificial;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;490000;1331.738870468011;1
177;2023-10-19T20:38:14Z;Hombre cis;26 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Educación;1.001 - 2.500;Nacional;7;Responsable;Indeterminado;Full time;Payroll / Liquidación de sueldos;1;3;3;14;780000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Vacaciones extendidas, Guadería, Gimnasio, Home office;Un sueldo;3 o más ajustes;120;No;NA;4;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.5;Si;No;No;Si, es muy machista;Búsquedas/Applicant Tracking System, Nómina, Sueldos, Gestión del Desempeño;No;Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Ha crecido;No las usé nunca;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;780000;2119.9108550307114;1
178;2023-10-19T20:41:02Z;Mujer cis;31 - 35;Universitario en curso;Abogacía;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Industria metalúrgica, metalmecánica;51 - 100;Nacional;4;Analista;Indeterminado;Full time;Generalista;0;1;1;10;283000;Híbrido/Mixto;Home office;No recibo bono;3 o más ajustes;50;No;Reuniones,;3;No,  pero escucho ofertas;No;NA;Que no se frustre, que si bien la gente piensa que somos la parte mala de una empresa, somos todo lo contrario;No;No tengo ninguna discapacidad;0.2;No;No;Si;No es un entorno machista;Sueldos;Si;Excel;Se mantuvo estable;No las usé nunca;NA;Cultura y herramientas de la compañía para los ingresos;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;283000;769.1471435560146;1
179;2023-10-19T20:49:16Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Medios de comunicación, cultura, gráficos;51 - 100;Nacional;2;Jefe;Indeterminado;Full time;Generalista;1;2;2;12;480000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Vacaciones extendidas, Licencias extendidas, Abono de celular, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office;No recibo bono;3 o más ajustes;85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;480000;1304.5605261727455;1
180;2023-10-19T20:51:41Z;Mujer cis;26 - 30;Universitario completo;Psicología;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;2.501 - 5.000;Multinacional;80;Analista;Indeterminado;Full time;Comunicación interna;0;3;0;4;483000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Licencias extendidas, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office, Masajes;No recibo bono;2 ajustes;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;483000;1312.7140294613253;1
181;2023-10-19T21:04:25Z;Hombre cis;46 - 50;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;La Pampa;Relación de Dependencia;Función pública;101 - 250;Nacional;1;Responsable;Indeterminado;Full time;Generalista;1;12;12;15;850000;Presencial 100%;Charter / Servicio de transporte, Guadería, Posgrados, Reintegros en capacitación;No recibo bono;3 o más ajustes;63;No;NA;5;No,  pero escucho ofertas;No;NA;Q realice pasantias;Si;No tengo ninguna discapacidad;0.4;No;No;No;Si pero no es tanto;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;850000;2310.1592650975704;1
182;2023-10-19T21:12:54Z;Mujer cis;36 - 40;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;2.501 - 5.000;Nacional;35;Analista;Indeterminado;Full time;Reclutamiento y selección;0;3;2;4;520000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Vacaciones extendidas, Guadería, Home office, Asesoramiento Financiero, Reintegros en capacitación;No recibo bono;3 o más ajustes;50;No;nunca;3;No,  pero escucho ofertas;Si;Adrha, grupos de whats app;Que es un aprendizaje constante;No;No tengo ninguna discapacidad;0.5;Si;No;no, pero he sido testigo;Si pero no es tanto;Búsquedas/Applicant Tracking System, Nómina, Sueldos, Gestión del Desempeño, Capacitación;No;Reportes Nativos del Sistema de Gestión, Plataforma de BI (por ej., Power BI, Qlik, etc.);Se mantuvo estable;Las uso ocasionalmente (alguna vez en los últimos 3 meses);Publicaciones, dinámicas grupales, presentaciones;Excel, Inteligencia Artificial;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;520000;1413.2739033538078;1
183;2023-10-19T21:19:53Z;Mujer cis;41 - 45;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;251 - 500;Nacional;5;Responsable;Indeterminado;Full time;Empleos y RRLL;0;6;3;13;1100000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Vacaciones extendidas, Comedor / Almuerzos, Home office;No recibo bono;3 o más ajustes;70;No;NA;4;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.3;No;No;Si;Si pero no es tanto;Nómina;No;Reportes Nativos del Sistema de Gestión, Excel;Se mantuvo estable;Las uso ocasionalmente (alguna vez en los últimos 3 meses);Utilice chat gpt para tener alguna idea adicional al momento de crear una política o procedimiento.;Ninguna;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;1100000;2989.6178724792085;1
184;2023-10-19T21:27:40Z;Mujer cis;41 - 45;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;251 - 500;Multinacional;7;Jefe;Indeterminado;Full time;Reclutamiento y selección;2;16;2;19;400000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Abono de celular, Home office;Menos de un sueldo;2 ajustes;40;No;Reuniones;3;No,  pero escucho ofertas;No;NA;Hacer experiencia es más importante que el titulo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;400000;1087.1337718106213;1
185;2023-10-19T21:47:55Z;Mujer cis;26 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;2.501 - 5.000;Nacional;45;Analista;Indeterminado;Full time;Generalista;0;0;0;5;425000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Vacaciones extendidas, Comedor / Almuerzos, Gimnasio, Home office;No recibo bono;3 o más ajustes;65;No;Capacitación;3;Sí, activamente;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;425000;1155.0796325487852;1
186;2023-10-19T21:51:33Z;Hombre cis;41 - 45;Terciario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Neuquén;Relación de Dependencia;Construcción;51 - 100;Nacional;1;Responsable;Indeterminado;Full time;HRIS / Administración de sistemas de RH;1;1;1;10;450000;Presencial 100%;No tengo beneficios adicionales;No recibo bono;1 solo;100;No;NA;5;No,  pero escucho ofertas;No;NA;Que haga actividades, cursos, para desarrollar competencias blandad;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;450000;1223.0254932869489;1
187;2023-10-19T22:34:40Z;Mujer cis;26 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Hotelería, restauración, turismo;101 - 250;Nacional;3;Analista;Indeterminado;Full time;Generalista;0;0;0;4;342000;Presencial 100%;Horarios flexibles, Comedor / Almuerzos;No recibo bono;No tuve ajustes;0;No;Emails, Documentación;4;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;NA;No;No;No;Si pero no es tanto;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;342000;929.4993748980812;1
188;2023-10-19T22:57:56Z;Prefiero no responder;18 - 25;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Alimentación, bebidas;2.501 - 5.000;Nacional;25;Analista;Indeterminado;Full time;Reclutamiento y selección;0;1;2;2;565000;Híbrido/Mixto;Comedor / Almuerzos, Frutas y snacks, Gimnasio, Home office;Menos de un sueldo;3 o más ajustes;87;No;NA;4;No,  pero escucho ofertas;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Peso argentino;ARS;BCRA;367.94;https://bcra.gob.ar/;1;565000;1535.5764526825026;1
