id;fecha;genero;edad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;jornada;funcion;personas_a_cargo;anios_empresa;anios_puesto;anios_rh;sueldo_bruto;modalidad;beneficios;bono;ajuste;ajuste_porcentaje;idioma_exigencia;idioma_situaciones;recomendacion;busqueda;comunidad;comunidades;consejo_empleados;diversidad_sexual;discapacidad;diversidad_management;contrata_senior;contrata_discapacidad;sufrio_acoso;machismo;procesos_erp;tienen_pa;herramientas_analisis;prioridad_pa;usa_genai;genai_casos;capacitacion_pa;registro_fiscal;anios_freelance;motivo;lugar_trabajo;exporta;medio_pago_exterior;cuotas;colaboracion_freelance;servicio_busqueda;busqueda_it;entrevista_ingles;riesgo;ingresos_fijo_variable;coeficiente;base_coeficiente;garantia;busqueda_tiempo;busqueda_barrera;requisitos_raros;servicio_principal;modalidad_servicios;negociacion;valor_hora
160;2023-10-19T19:27:45Z;Mujer cis;26 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Tecnologías de información;1 - 50;Nacional;;HRBP;Indeterminado;Full time;varias de la lista: reclutamiento y seleccion, adm de personal, compensaciones y beneficios, capacitacion y desarrollo, comunicacion interna, diseño organizacional, tareas generalistas;0;1;1;;430000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Abono de internet, Frutas y snacks, Home office, Idiomas;No recibo bono;3 o más ajustes;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
161;2023-10-19T19:29:04Z;Mujer cis;26 - 30;Universitario abandonado;Sociología;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Alimentación, bebidas;251 - 500;Nacional;;Responsable;Indeterminado;Full time;Reclutamiento y selección;1;1;0;;475020;Híbrido/Mixto;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Home office, Descuentos en los productos de la marca;No recibo bono;3 o más ajustes;;No;Documentación;5;No estoy buscando cambiar;Si;Comunidad Bench+ (organizado originalmente por Carolina Borrachia, allí intercambiamos info y nos ayudamos desinteresadamente en cuestiones relacionadas a la profesión).;Que tenga paciencia (el camino para llegar a una experiencia que nos brinde una calidad de vida cómoda y bien remunerada, no siempre es fácil en este ''rubro''). Que se arme de coraje para desmitificar nuestro rol. Que siempre recuerde que somos un área estratégica capaz de aportar gran valor. Que sea creativ@ y se anime a romper el molde. Y por último, que nunca se olvide que RH es un servicio hacia y para las personas de la organización.;No;No tengo ninguna discapacidad;0.3;Si;No;No;Si pero no es tanto;Búsquedas/Applicant Tracking System, Nómina;No;Reportes Nativos del Sistema de Gestión, Excel;Se mantuvo estable;Las uso frecuentemente (varias veces al mes);Para un montón de cosas! Me sirve para dar primeras ideas a la hora de diseñar ciertas cosas: comunicación interna, descripciones de puesto, creación de capacitación y planes de desarrollo, y mil cositas más.;Inteligencia Artificial;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
162;2023-10-19T19:30:27Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Hotelería, restauración, turismo;251 - 500;Nacional;;Gerente;Indeterminado;Full time;Administración de personal;5;2;2;;780000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Tarjeta de descuento, Vacaciones extendidas, Abono de celular, Combustible, Comedor / Almuerzos;Un sueldo;1 solo;;No;No lo utilizo;3;Sí, activamente;No;NA;Que si esta entre otras opciones, elija otra carrera. Somos el área que se ve como un gasto y nuestro trabajo,  por más estratégico que sea, nunca es valorado al 100%.;No;No tengo ninguna discapacidad;0.4;Si;No;No;Si, es muy machista;Búsquedas/Applicant Tracking System, Nómina;No;Excel;Ha crecido;No las usé nunca;NA;Excel;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
163;2023-10-19T19:30:52Z;Mujer cis;26 - 30;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Misiones;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;2;;Casa;No;No exporto servicios;No;Si;Si;No;No;Si;Variables;;Remuneración mensual del ingresante;3 meses;20;Remuneración ofrecida por el cliente, Beneficios poco atractivos de la empresa, Demora en la contratación por parte del cliente;NA;NA;NA;NA;
164;2023-10-19T19:31:55Z;Hombre cis;31 - 35;Universitario completo;Psicología;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;1;;Casa;Si;Wise;No;Si;No;NA;NA;NA;NA;;NA;NA;NA;NA;NA;Diseño organizacional;Remota;No;
165;2023-10-19T19:34:08Z;Hombre cis;41 - 45;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;10.001 o más;Multinacional;;Gerente;Indeterminado;Full time;Generalista;15;0;0;;2800000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Comedor / Almuerzos, Frutas y snacks, Gimnasio, Idiomas, Seguro de vida (adicionales a los de ley);Tres sueldos o más;3 o más ajustes;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
166;2023-10-19T19:41:07Z;Mujer cis;18 - 25;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Río Negro;Relación de Dependencia;Petróleo y producción de gas, refinación de petróleo;251 - 500;Nacional;;Analista;Indeterminado;Full time;Payroll / Liquidación de sueldos;0;0;3;;740000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Combustible, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Guadería, Gimnasio, Home office, Idiomas;Un sueldo;3 o más ajustes;;No;Ninguno;5;No,  pero escucho ofertas;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
167;2023-10-19T19:43:59Z;Mujer cis;18 - 25;Maestría o superior en curso;Administración de Empresas;Universidad Privada;Perú;NA;Relación de Dependencia;Otros;1 - 50;Multinacional;;Analista;Plazo Fijo;Full time;Generalista;0;0;0;;5000;Híbrido/Mixto;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;;Si;Reuniones, Emails, Reportes, Capacitación, Entrevistas;2;Sí, activamente;No;NA;NA;No;No tengo ninguna discapacidad;0.4;No;No;No;Si pero no es tanto;Búsquedas/Applicant Tracking System;No;Reportes Nativos del Sistema de Gestión;No sé;Las uso ocasionalmente (alguna vez en los últimos 3 meses);NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
168;2023-10-19T19:44:23Z;Mujer cis;31 - 35;Universitario completo;Ingeniería Industrial;Universidad Privada;Perú;NA;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;;Analista;Plazo Fijo;Full time;HRIS / Administración de sistemas de RH;0;2;2;;4000;Remoto 100%;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Asistencia Psicológica, Abono de internet, Home office, Asesoramiento Financiero, Coaching, Reintegros en capacitación;No recibo bono;No tuve ajustes;;No;Documentación;5;No estoy buscando cambiar;Si;Wsp varios;Darlo todo por las personas;Prefiero no responder;No tengo ninguna discapacidad;0.2;No;No se;No;Si pero no es tanto;Búsquedas/Applicant Tracking System, Nómina, Gestión del Desempeño, Compensación y Beneficios;No;Excel;Se mantuvo estable;Las uso frecuentemente (varias veces al mes);Armado de mensajes, correos, cartas, ideas para un evento, planes;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
169;2023-10-19T19:45:42Z;Mujer cis;18 - 25;Universitario en curso;Psicología;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;251 - 500;Multinacional;;Administrativo;Indeterminado;Full time;Comunicación interna;0;0;0;;220000;Presencial 100%;Medicina prepaga / Plan de salud, Abono de internet, Frutas y snacks, Idiomas;No recibo bono;1 solo;;No;Emails;3;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.1;No se;No;No;No es un entorno machista;NA;No sé;Plataforma de BI (por ej., Power BI, Qlik, etc.);NA;Las uso ocasionalmente (alguna vez en los últimos 3 meses);NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
170;2023-10-19T19:49:45Z;Mujer cis;36 - 40;Terciario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Santa Fe;Relación de Dependencia;Industria siderúrgica;2.501 - 5.000;Multinacional;;Analista;Indeterminado;Full time;Capacitación y desarrollo;0;14;2;;580000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Charter / Servicio de transporte, Comedor / Almuerzos, Guadería, Home office, Seguro de vida (adicionales a los de ley);Un sueldo;3 o más ajustes;;No;Emails, Capacitación;4;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.1;No;No;Si;Si, es muy machista;Nómina, Sueldos, Gestión del Desempeño, Compensación y Beneficios;No;Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Ha decrecido;No las usé nunca;NA;Inteligencia Artificial;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
171;2023-10-19T19:57:22Z;Mujer cis;26 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Educación;251 - 500;Nacional;;Analista;Indeterminado;Full time;Capacitación y desarrollo;2;3;2;;430000;Remoto 100%;Tarjeta de descuento, Horarios flexibles, Home office, Idiomas, Cursos gratuitos;Variable en función de los resultados de compañía;3 o más ajustes;;No;NA;3;No,  pero escucho ofertas;Si;Empujar;Complementar la formación con Data Analytics y People Analytics;No;No tengo ninguna discapacidad;0.5;Si;No;No;Si, es muy machista;Nómina, Sueldos;No;Plataforma de BI (por ej., Power BI, Qlik, etc.);Se mantuvo estable;No las usé nunca;NA;Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.), Base de Datos (SQL);NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
172;2023-10-19T20:04:08Z;Mujer cis;18 - 25;Maestría o superior en curso;Psicología;Universidad Pública;Argentina;Córdoba;Relación de Dependencia;Tecnologías de información;101 - 250;Multinacional;;Analista;Indeterminado;Full time;Comunicación interna;1;0;0;;240000;Presencial 100%;Medicina prepaga / Plan de salud, Tarjeta de descuento, Idiomas;No recibo bono;1 solo;;Si;Reuniones, Emails, Documentación;1;Sí, activamente;No;NA;NA;No;No tengo ninguna discapacidad;0.2;No;No;Si;Si pero no es tanto;No tenemos sistema de gestión;Si;Excel;Se mantuvo estable;Las uso frecuentemente (varias veces al mes);NA;Excel;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
173;2023-10-19T20:19:44Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Educación;51 - 100;Multinacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;0;0;;420000;Presencial 100%;No tengo beneficios adicionales, Medicina prepaga / Plan de salud;No recibo bono;1 solo;;No;NA;3;No,  pero escucho ofertas;No;NA;Que se capacite mucho y se especialice en algo puntual.;No;No tengo ninguna discapacidad;0.5;No;No;No;No es un entorno machista;No tenemos sistema de gestión;No;Excel;Ha crecido;Las uso frecuentemente (varias veces al mes);Para mejorar mis publicaciones, para redactar un aviso, para buscar fuentes de reclutamiento, para obtener datos de una encuesta.;People Analytics;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
174;2023-10-19T20:22:56Z;Mujer cis;46 - 50;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;1.001 - 2.500;Nacional;;Gerente;Indeterminado;Full time;Generalista;6;3;1;;860000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Gimnasio, Home office, Idiomas, Reintegro en electricidad;Un sueldo;3 o más ajustes;;No;Emails, Documentación;4;No,  pero escucho ofertas;Si;ADRHA;Que sea perseverante, que potencie su forma de comunicarse, que desarrolle habilidades comerciales (venta), que mire integralmente la empresa/negocio y el mercado y que tenga mucha tolerancia a la frustración je;No;No tengo ninguna discapacidad;0.4;Si;No se;Si;Si pero no es tanto;Búsquedas/Applicant Tracking System, Gestión del Desempeño;No;Plataforma de BI (por ej., Power BI, Qlik, etc.);Se mantuvo estable;No las usé nunca;NA;Excel, Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.), People Analytics;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
175;2023-10-19T20:29:49Z;Mujer cis;36 - 40;Universitario abandonado;Trabajo Social;Universidad Pública;Argentina;Buenos Aires;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;3;;Casa;No;No exporto servicios;Si, eventualmente;Si;Si;No;No;Depende el cliente;Variables;;Remuneración mensual del ingresante;3 meses;30;Remuneración ofrecida por el cliente, Modalidad de trabajo presencial, Demora en la contratación por parte del cliente;NA;NA;NA;NA;
176;2023-10-19T20:31:54Z;Mujer cis;31 - 35;Universitario completo;Administración de Empresas;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Construcción;101 - 250;Nacional;;Responsable;Indeterminado;Full time;Generalista;1;1;2;;490000;Presencial 100%;No tengo beneficios adicionales;No recibo bono;3 o más ajustes;;No;NA;1;Sí, activamente;No;NA;Que no se limite a las relaciones interpersonales y también desarrollo habilidades hard;No;No tengo ninguna discapacidad;0.3;No;No;NA;Si pero no es tanto;Nómina, Sueldos;No;Excel;NA;No las usé nunca;NA;Excel, People Analytics, Inteligencia Artificial;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
177;2023-10-19T20:38:14Z;Hombre cis;26 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Educación;1.001 - 2.500;Nacional;;Responsable;Indeterminado;Full time;Payroll / Liquidación de sueldos;1;3;3;;780000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Vacaciones extendidas, Guadería, Gimnasio, Home office;Un sueldo;3 o más ajustes;;No;NA;4;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.5;Si;No;No;Si, es muy machista;Búsquedas/Applicant Tracking System, Nómina, Sueldos, Gestión del Desempeño;No;Plataforma de BI (por ej., Power BI, Qlik, etc.), Excel;Ha crecido;No las usé nunca;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
178;2023-10-19T20:41:02Z;Mujer cis;31 - 35;Universitario en curso;Abogacía;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Industria metalúrgica, metalmecánica;51 - 100;Nacional;;Analista;Indeterminado;Full time;Generalista;0;1;1;;283000;Híbrido/Mixto;Home office;No recibo bono;3 o más ajustes;;No;Reuniones,;3;No,  pero escucho ofertas;No;NA;Que no se frustre, que si bien la gente piensa que somos la parte mala de una empresa, somos todo lo contrario;No;No tengo ninguna discapacidad;0.2;No;No;Si;No es un entorno machista;Sueldos;Si;Excel;Se mantuvo estable;No las usé nunca;NA;Cultura y herramientas de la compañía para los ingresos;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
179;2023-10-19T20:49:16Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Medios de comunicación, cultura, gráficos;51 - 100;Nacional;;Jefe;Indeterminado;Full time;Generalista;1;2;2;;480000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Vacaciones extendidas, Licencias extendidas, Abono de celular, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office;No recibo bono;3 o más ajustes;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
180;2023-10-19T20:51:41Z;Mujer cis;26 - 30;Universitario completo;Psicología;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;2.501 - 5.000;Multinacional;;Analista;Indeterminado;Full time;Comunicación interna;0;3;0;;483000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Licencias extendidas, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office, Masajes;No recibo bono;2 ajustes;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
181;2023-10-19T21:04:25Z;Hombre cis;46 - 50;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;La Pampa;Relación de Dependencia;Función pública;101 - 250;Nacional;;Responsable;Indeterminado;Full time;Generalista;1;12;12;;850000;Presencial 100%;Charter / Servicio de transporte, Guadería, Posgrados, Reintegros en capacitación;No recibo bono;3 o más ajustes;;No;NA;5;No,  pero escucho ofertas;No;NA;Q realice pasantias;Si;No tengo ninguna discapacidad;0.4;No;No;No;Si pero no es tanto;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
182;2023-10-19T21:12:54Z;Mujer cis;36 - 40;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;2.501 - 5.000;Nacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;3;2;;520000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Vacaciones extendidas, Guadería, Home office, Asesoramiento Financiero, Reintegros en capacitación;No recibo bono;3 o más ajustes;;No;nunca;3;No,  pero escucho ofertas;Si;Adrha, grupos de whats app;Que es un aprendizaje constante;No;No tengo ninguna discapacidad;0.5;Si;No;no, pero he sido testigo;Si pero no es tanto;Búsquedas/Applicant Tracking System, Nómina, Sueldos, Gestión del Desempeño, Capacitación;No;Reportes Nativos del Sistema de Gestión, Plataforma de BI (por ej., Power BI, Qlik, etc.);Se mantuvo estable;Las uso ocasionalmente (alguna vez en los últimos 3 meses);Publicaciones, dinámicas grupales, presentaciones;Excel, Inteligencia Artificial;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
183;2023-10-19T21:19:53Z;Mujer cis;41 - 45;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;251 - 500;Nacional;;Responsable;Indeterminado;Full time;Empleos y RRLL;0;6;3;;1100000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Vacaciones extendidas, Comedor / Almuerzos, Home office;No recibo bono;3 o más ajustes;;No;NA;4;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.3;No;No;Si;Si pero no es tanto;Nómina;No;Reportes Nativos del Sistema de Gestión, Excel;Se mantuvo estable;Las uso ocasionalmente (alguna vez en los últimos 3 meses);Utilice chat gpt para tener alguna idea adicional al momento de crear una política o procedimiento.;Ninguna;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
184;2023-10-19T21:27:40Z;Mujer cis;41 - 45;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;251 - 500;Multinacional;;Jefe;Indeterminado;Full time;Reclutamiento y selección;2;16;2;;400000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Abono de celular, Home office;Menos de un sueldo;2 ajustes;;No;Reuniones;3;No,  pero escucho ofertas;No;NA;Hacer experiencia es más importante que el titulo;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
185;2023-10-19T21:47:55Z;Mujer cis;26 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;2.501 - 5.000;Nacional;;Analista;Indeterminado;Full time;Generalista;0;0;0;;425000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Vacaciones extendidas, Comedor / Almuerzos, Gimnasio, Home office;No recibo bono;3 o más ajustes;;No;Capacitación;3;Sí, activamente;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
186;2023-10-19T21:51:33Z;Hombre cis;41 - 45;Terciario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Neuquén;Relación de Dependencia;Construcción;51 - 100;Nacional;;Responsable;Indeterminado;Full time;HRIS / Administración de sistemas de RH;1;1;1;;450000;Presencial 100%;No tengo beneficios adicionales;No recibo bono;1 solo;;No;NA;5;No,  pero escucho ofertas;No;NA;Que haga actividades, cursos, para desarrollar competencias blandad;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
187;2023-10-19T22:34:40Z;Mujer cis;26 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Hotelería, restauración, turismo;101 - 250;Nacional;;Analista;Indeterminado;Full time;Generalista;0;0;0;;342000;Presencial 100%;Horarios flexibles, Comedor / Almuerzos;No recibo bono;No tuve ajustes;;No;Emails, Documentación;4;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;NA;No;No;No;Si pero no es tanto;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
188;2023-10-19T22:57:56Z;Prefiero no responder;18 - 25;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Alimentación, bebidas;2.501 - 5.000;Nacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;1;2;;565000;Híbrido/Mixto;Comedor / Almuerzos, Frutas y snacks, Gimnasio, Home office;Menos de un sueldo;3 o más ajustes;;No;NA;4;No,  pero escucho ofertas;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
189;2023-10-19T23:10:13Z;Mujer cis;41 - 45;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Construcción;101 - 250;Nacional;;Gerente;Indeterminado;Full time;Generalista;3;2;2;;550000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Vacaciones extendidas, Frutas y snacks, Home office, linkedin pago;No recibo bono;1 solo;;No;Emails, Documentación;4;No,  pero escucho ofertas;No;NA;Que se arme de paciencia, que siempre se va a encontrar con situaciones nuevas y que muchas veces es un trabajo ingrato aunque las cosas lindas son bien lindas y reconfortan mucho.;No;No tengo ninguna discapacidad;0.1;No;No;Si;Si pero no es tanto;No tenemos sistema de gestión;No;Excel;Ha crecido;Las uso ocasionalmente (alguna vez en los últimos 3 meses);situaciones concretas duras;Excel, Visualización de Datos (PowerBI, Tableau, Qlik, Data Studio, etc.);NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
190;2023-10-19T23:15:12Z;Hombre cis;36 - 40;Maestría o superior en curso;Abogacía;Universidad Pública;Argentina;Salta;Relación de Dependencia;Minería;501 - 1.000;Multinacional;;Supervisor;Indeterminado;Full time;Capacitación y desarrollo;1;1;1;;1490000;Híbrido/Mixto;Medicina prepaga / Plan de salud, Vacaciones extendidas, Licencias extendidas, Comedor / Almuerzos, Frutas y snacks, Gimnasio, Idiomas, Seguro de vida (adicionales a los de ley);Un sueldo;3 o más ajustes;;Si;Reuniones, Emails, Reportes, Entrevistas;5;No,  pero escucho ofertas;No;NA;NA;No;No tengo ninguna discapacidad;0.3;Si;No;No;No es un entorno machista;Búsquedas/Applicant Tracking System, Gestión del Desempeño, Compensación y Beneficios;No;Excel;Ha crecido;No las usé nunca;NA;Excel, People Analytics;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;
191;2023-10-19T23:40:54Z;Mujer cis;51 - 55;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;0;;Casa;No;Xxx;Si, eventualmente;No;No;NA;NA;NA;NA;;NA;NA;NA;NA;NA;Capacitación;Remota;Depende el cliente;
