id;fecha;genero;edad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;jornada;funcion;personas_a_cargo;anios_empresa;anios_puesto;anios_rh;sueldo_bruto;beneficios;bono;bono_frecuencia;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;partidos_oficina;agenda;idioma_exigencia;idioma_porcentaje;satisfaccion;busqueda;desarrollo;anecdota;influencia_rh;colegio;colegio_fundamento;comunidad;comunidades;tarea_odiosa;diversidad_sexual;discapacidad;libertad_ser;diversidad_management;contrata_senior;contrata_discapacidad;lenguaje_inclusivo;linea_segura;sufrio_acoso;machismo;modalidad;dias_teletrabajo;satisfaccion_retorno;estres;comparacion;motivo;registro_fiscal;anios_freelance;que_te_motivo_a_trabajar_por_tu_cuenta;donde_trabajas_habitualmente;exporta;medio_pago_exterior;cuotas;colaboracion_freelance;servicio_busqueda;busqueda_it;entrevista_ingles;trabajas_a_riesgo;coeficiente;base_coeficiente;garantia;servicio_principal;negociacion;valor_hora
176;2022-10-17T16:53:03Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Mendoza;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;;Planificación familiar;Casa;No;No exporto servicios;Si, eventualmente;Si;Si;No;No;No;;Remuneración mensual del ingresante;3 meses;NA;NA;NA
177;2022-10-17T17:48:25Z;Hombre cis;36 - 40;Diplomado de posgrado completo;Psicología;Universidad Pública;Uruguay;NA;Relación de Dependencia;Servicios de salud;101 - 250;Nacional;;Jefe;Indeterminado;Full time;Generalista;0;;7;;120000;Horarios flexibles;Un sueldo;Anual;1 solo;;Julio;Si, en emprendimiento relacionado con RRHH;Sí;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0;3;No,  pero escucho ofertas;2;NA;Se dice que sí, pero en la práctica no tiene un rol importante;No se;NA;No;;Archivar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
178;2022-10-17T19:04:09Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Comercio;5.001 - 10.000;Nacional;;Analista;Indeterminado;Full time;Payroll / Liquidación de sueldos;0;;1;;287000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Guadería, Gimnasio, Home office, Reintegros en capacitación, Descuentos en compras;No recibo bono;No recibo bono;3 o más ajustes;;Septiembre;Si, en emprendimiento relacionado con RRHH;Sí;Sí, formalmente está avalado por la empresa;No;0;4;No estoy buscando cambiar;3;NA;Si, tiene un rol importante real;Si;Necesitamos un aval legal para todas nuestras incumbencias incluso siento que podría tomarse hasta más en serio nuestro trabajo;No;;Trámites presenciales en organismos públicos;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.5;Si;No se;Ni de acuerdo ni en desacuerdo;Si;No;Si pero no es tanto;Mixto;3 días;Algo satisfecho;7;Mismo nivel de estrés;La diaria;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
179;2022-10-17T19:13:38Z;Mujer cis;41 - 45;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios financieros seguros;1.001 - 2.500;Nacional;;HRBP;Indeterminado;Full time;Generalista;0;;5;;420000;Tarjeta de descuento, Vacaciones extendidas, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Seguro de vida (adicionales a los de ley);Un sueldo;Anual;3 o más ajustes;;Septiembre;No;Sí;Sí, formalmente está avalado por la empresa;No;0;4;No,  pero escucho ofertas;3;Son tantas que podría escribir un libro!;Se dice que sí, pero en la práctica no tiene un rol importante;No se;NA;No;;Trámites presenciales en organismos públicos;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0.3;Si;Si;Ni de acuerdo ni en desacuerdo;Si;No;Si pero no es tanto;En evaluación;1 día;Muy insatisfecho;7;Con menos estrés;No hay objetivos claros y definidos;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
180;2022-10-17T19:15:57Z;Hombre cis;31 - 35;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de consultoría;10.001 o más;Multinacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;1;;1;;210000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de internet, Comedor / Almuerzos, Guadería, Gimnasio, Home office, Idiomas, Posgrados;Un sueldo;Anual;2 ajustes;;Septiembre;Si, en emprendimiento no relacionado con RRHH;Trabajo full remoto;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;Si;0.5;4;No,  pero escucho ofertas;3;NA;Si, tiene un rol importante real;No se;NA;No;;NA;No;No tengo ninguna discapacidad;De acuerdo;0.7;Si;Si;Ni de acuerdo ni en desacuerdo;Si;No;No es un entorno machista;Presencial 100%;No aplica;Algo satisfecho;1;No me siento estresada o estresado;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
181;2022-10-17T20:18:20Z;Mujer cis;25 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Servicios de consultoría;10.001 o más;Multinacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;;2;;130000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Licencias extendidas, Abono de internet, Equipamiento ergonómico de teletrabajo, Guadería, Gimnasio, Home office, Idiomas, Seguro de vida (adicionales a los de ley), Reintegro en electricidad;Un sueldo;Anual;3 o más ajustes;;Agosto;No;Trabajo full remoto;No me interesa;Si;0.3;3;No,  pero escucho ofertas;4;"Candidatos muy raros (acosadores o que les explicas algo mil veces y quedan tipo ""hola señor thompson"")";Se dice que sí, pero en la práctica no tiene un rol importante;Si;Es un área clave para funcionen correctamente el resto de las áreas de la empresa;No;;Trámites presenciales en organismos públicos;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
182;2022-10-17T20:25:04Z;Mujer cis;46 - 50;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;;Disponer de mis tiempos y poder mechar mi trabajo en selección con mi trabajo con Coach y facilitadora de talleres;Casa;No;Transferencia a tu cuenta;Si, eventualmente;Si;Si;No;No;Depende el cliente;;Remuneración mensual del ingresante;3 meses;NA;NA;NA
183;2022-10-17T21:15:24Z;Hombre cis;41 - 45;Diplomado de posgrado completo;Abogacía;Universidad Pública;Uruguay;NA;Relación de Dependencia;Industrias químicas;501 - 1.000;Multinacional;;Gerente;Indeterminado;Full time;Todas las anteriores;4;;3;;4000000;Horarios flexibles, Vacaciones extendidas, Abono de celular, Combustible, Comedor / Almuerzos, Frutas y snacks, Home office, Idiomas, Posgrados, Préstamos, Seguro de vida (adicionales a los de ley);Tres sueldos o más;Anual;2 ajustes;;Julio;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
184;2022-10-17T21:59:46Z;Mujer cis;25 - 30;Diplomado de posgrado completo;Administración de Empresas;Universidad Privada;México;NA;Relación de Dependencia;Servicios profesionales;101 - 250;Multinacional;;Analista;Tercerizado / Outsourced;Full time;Administración de personal;0;;0;;43850;Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Home office;Un sueldo;Anual;No tuve ajustes;;NA;No;Trabajo full remoto;No me interesa;Si;0.8;4;No,  pero escucho ofertas;2;NA;Se dice que sí, pero en la práctica no tiene un rol importante;Si;El departamento de HR, bien llevado, requiere de profesionales competentes en diversas áreas para poder brindar soluciones estratégicas al negocio, se requieren conocimientos en psicologicos, numéricos, administrativos, legales y financieros para ser un profesional completo;No;;Archivar;Si;Visual;Ni de acuerdo ni en desacuerdo;0.2;No;No;Ni de acuerdo ni en desacuerdo;No;No;Si pero no es tanto;Remoto 100%;No aplica;No aplica / Prefiero no responder;6;Con menos estrés;por la poca carga de trabajo que tengo, laboro 1 hora al día aproximadamente, respondiendo un par de correos, tengo una manager que no tiene los objetivos claros del equipo y por ende veo mi desarrollo profesional en riesgo dentro de la empresa;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
185;2022-10-17T22:40:34Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Industria metalúrgica, metalmecánica;101 - 250;Multinacional;;Jefe;Indeterminado;Full time;Generalista;2;;0;;335000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Combustible;Un sueldo;No recibo bono;1 solo;;Septiembre;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
186;2022-10-17T23:05:10Z;Mujer cis;31 - 35;Universitario completo;Abogacía;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Hotelería, restauración, turismo;51 - 100;Nacional;;Coordinadora;Indeterminado;Full time;Relaciones laborales;1;;0;;177855;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Home office;No recibo bono;No recibo bono;2 ajustes;;Septiembre;Si, en emprendimiento no relacionado con RRHH;Sí;No nos comunicaron nada aún;No;0.3;3;No,  pero escucho ofertas;2;NA;No tiene un rol importante en la toma de decisiones;No;NA;No;;Archivar;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.7;Si;No;En desacuerdo;No;No;Si pero no es tanto;Mixto;A elección de cada sector o empleado;Algo satisfecho;7;Con más estrés;Mucha demanda de trabajo;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
187;2022-10-17T23:23:48Z;Mujer cis;18 - 25;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;501 - 1.000;Multinacional;;Pasante;Pasante;Part time;Reclutamiento y selección;0;;1;;66617;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Comedor / Almuerzos, Gimnasio, Home office;No recibo bono;No recibo bono;3 o más ajustes;;Octubre;Si, en proyectos ad honorem;No;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;Si;0.1;4;Sí, activamente;1;NA;Si, tiene un rol importante real;No se;NA;Si;;Organizar la fiesta/regalos de fin de año;No;No tengo ninguna discapacidad;De acuerdo;0;No;Si;Ni de acuerdo ni en desacuerdo;No se;No;Si pero no es tanto;Mixto;A elección de cada sector o empleado;Muy satisfecho;6;Con menos estrés;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
188;2022-10-18T07:43:48Z;Mujer cis;36 - 40;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Chubut;Relación de Dependencia;Petróleo y producción de gas, refinación de petróleo;5.001 - 10.000;Nacional;;HRBP;Indeterminado;Full time;Generalista;0;;1;;360000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Comedor / Almuerzos, Gimnasio, Home office, Idiomas, Préstamos, Seguro de vida (adicionales a los de ley);Variable en función de los resultados de compañía;Anual;3 o más ajustes;;Octubre;No;Sí;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0;4;No estoy buscando cambiar;1;NA;Si, tiene un rol importante real;Si;NA;No;;pago proveedores. gestiones de obra social;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0.2;No;No;Totalmente en desacuerdo;No;No;Si pero no es tanto;Mixto;A elección de cada sector o empleado;No aplica / Prefiero no responder;5;Con menos estrés;las bajadas de qie todo es psra YA. Poco conociniento de la realidad local por parte de las areas especialistas que se centralizan en Caba y comp.hrbp hay que dar respuesta al cliente interno.;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
189;2022-10-18T08:40:34Z;Mujer cis;25 - 30;Maestría o superior completa;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Petróleo y producción de gas, refinación de petróleo;5.001 - 10.000;Multinacional;;Analista;Indeterminado;Full time;Capacitación y desarrollo;0;;1;;350000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Frutas y snacks, Gimnasio, Home office, Seguro de vida (adicionales a los de ley);Variable en función de los resultados de compañía;Anual;2 ajustes;;Agosto;No;No;No me interesa;Si;0.4;5;No,  pero escucho ofertas;3;NA;Si, tiene un rol importante real;No;Eso solo agrega más burocracia;Si;;Trámites presenciales en organismos públicos;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.3;No se;No se;En desacuerdo;No se;Si;No es un entorno machista;Mixto;3 días;Algo satisfecho;4;Mismo nivel de estrés;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
190;2022-10-18T09:42:09Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Servicios de salud;101 - 250;Nacional;;Jefe;Indeterminado;Full time;Generalista;2;;0;;337349;No tengo beneficios adicionales;No recibo bono;No recibo bono;No tuve ajustes;;Julio;Si, en emprendimiento relacionado con RRHH;Sí;Sí, formalmente está avalado por la empresa;No;0;4;No,  pero escucho ofertas;1;NA;Si, tiene un rol importante real;No se;NA;No;;Trámites presenciales en organismos públicos;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.3;No;No;De acuerdo;No;No;Si pero no es tanto;Presencial 100%;No aplica;No aplica / Prefiero no responder;8;Con más estrés;cambio de funciones;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
191;2022-10-18T14:38:33Z;Mujer cis;31 - 35;Diplomado de posgrado abandonado;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Salta;Relación de Dependencia;Construcción;101 - 250;Nacional;;Administrativo;Indeterminado;Part time;Administración de personal;0;;8;;60000;No tengo beneficios adicionales;No recibo bono;No recibo bono;No tuve ajustes;;Mayo;Si, en emprendimiento no relacionado con RRHH;No;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0;3;No,  pero escucho ofertas;4;0;No tiene un rol importante en la toma de decisiones;Si;NA;Si;;Archivar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
192;2022-10-18T16:26:16Z;Hombre cis;46 - 50;Maestría o superior en curso;Administración de Empresas;Universidad Privada;Perú;NA;Relación de Dependencia;Minería;1.001 - 2.500;Multinacional;;HRBP;Indeterminado;Full time;Generalista;0;;2;;21000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Home office, Seguro de vida (adicionales a los de ley);Tres sueldos o más;Semestral;1 solo;;Junio;Si, en emprendimiento relacionado con RRHH;Trabajo full remoto;Sí, formalmente está avalado por la empresa;No;0.7;5;Sí, activamente;4;Olvidarme algunos entregables;Si, tiene un rol importante real;Si;Por su impacto en el negocio;Si;;Organizar la fiesta/regalos de fin de año;Prefiero no responder;No tengo ninguna discapacidad;Totalmente de acuerdo;0.3;No;No;Totalmente de acuerdo;Si;Si;No es un entorno machista;Mixto;A elección de cada sector o empleado;Algo satisfecho;6;Con menos estrés;Desafíos;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
193;2022-10-18T16:41:05Z;Hombre cis;41 - 45;Diplomado de posgrado completo;Psicología;Universidad Pública;Bolivia;NA;Relación de Dependencia;Industria siderúrgica;1.001 - 2.500;Nacional;;Gerente;Indeterminado;Full time;Generalista;7;;22;;21000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Seguro de vida (adicionales a los de ley);Tres sueldos o más;Anual;No tuve ajustes;;Agosto;Si, en emprendimiento relacionado con RRHH;Sí;No está permitido;Si;0.1;5;No,  pero escucho ofertas;1;Se repite con más frecuencia de la que quisiera admitir: la gente que llama y (con pequeñas variaciones, pero el miso discurso) que exige saber por qué no los hemos llamado si ya hace algunos días ha enviado su Hoja de Vida. A veces sin que siquiera haya una convocatoria o estemos buscando ocupar una vacante.;Si, tiene un rol importante real;No se;NA;Si;;Trámites presenciales en organismos públicos;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.3;Si;No;Totalmente en desacuerdo;Si;No;Si pero no es tanto;Presencial 100%;No aplica;No aplica / Prefiero no responder;3;Con menos estrés;Reducciones o recortes de personal;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
194;2022-10-18T16:42:22Z;Hombre cis;25 - 30;Diplomado de posgrado completo;Administración de Empresas;Universidad Privada;Bolivia;NA;Relación de Dependencia;Comercio;501 - 1.000;Multinacional;;Analista;Indeterminado;Full time;Payroll / Liquidación de sueldos;1;;0;;7029;Home office, Préstamos;Un sueldo;Anual;No tuve ajustes;;Mayo;No;No;No está permitido;Si;0.5;4;No,  pero escucho ofertas;4;NA;Si, tiene un rol importante real;No se;NA;Si;;Trámites presenciales en organismos públicos;Si;No tengo ninguna discapacidad;Totalmente de acuerdo;0.6;No;No;Ni de acuerdo ni en desacuerdo;Si;No;No es un entorno machista;Mixto;2 días;Algo insatisfecho;8;Con más estrés;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
195;2022-10-18T17:06:55Z;Hombre cis;31 - 35;Maestría o superior completa;Administración de Empresas;Universidad Privada;España;NA;Relación de Dependencia;Servicios profesionales;10.001 o más;Multinacional;;Gerente;Indeterminado;Full time;People analytics;7;;1;;7500;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office, Idiomas, Seguro de vida (adicionales a los de ley);Variable en función de los resultados de compañía;Anual;No tuve ajustes;;NA;No;Trabajo full remoto;No me interesa;Si;0.7;4;No,  pero escucho ofertas;3;NA;No tiene un rol importante en la toma de decisiones;No;NA;No;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
196;2022-10-18T18:29:23Z;Hombre cis;31 - 35;Universitario completo;Psicología;Universidad Pública;Bolivia;NA;Relación de Dependencia;Alimentación, bebidas;101 - 250;Nacional;;Responsable;Indeterminado;Full time;Gestión de toda el área de RRHH;1;;3;;4120;No tengo beneficios adicionales;Menos de un sueldo;Mensual;No tuve ajustes;;Septiembre;Si, en emprendimiento relacionado con RRHH;No;No está permitido;No;0.3;5;No,  pero escucho ofertas;5;la gerente es una caja de sorpresas en toma de decisiones.;Si, tiene un rol importante real;No;el campo es amplio de aplicación y laboral son amplios, así también puede ser copada por distintas profesiones;Si;;fechas conmemorativas, cumpleaños, días festivos.;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.6;No;No;De acuerdo;Si;No;No es un entorno machista;Presencial 100%;No aplica;Muy insatisfecho;2;No me siento estresada o estresado;lidiar con problemas ajenos a la relación de trabajo;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
197;2022-10-18T18:42:57Z;Mujer cis;31 - 35;Diplomado de posgrado completo;Psicología;Universidad Privada;México;NA;Relación de Dependencia;Tecnologías de información;251 - 500;Multinacional;;Responsable;Indeterminado;Full time;Responsable de atracción de talento + cultura organizacional;3;;0;;44000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de internet, Home office, Idiomas, Seguro de gastos médicos mayores;No recibo bono;No recibo bono;No tuve ajustes;;Enero;No;Trabajo full remoto;No hay un lineamiento al respecto;No;0.3;5;No estoy buscando cambiar;3;NA;Se dice que sí, pero en la práctica no tiene un rol importante;Si;Es siempre importante poder contar con una red de contactos con quien puedas compartir experiencias, técnicas, etc... para desarrollarte mejor como profesional;No;;Organizar la fiesta/regalos de fin de año;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
198;2022-10-18T18:57:13Z;Mujer cis;25 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;1 - 50;Nacional;;Responsable;Indeterminado;Full time;Reclutamiento, seleccion, clima,comunicación, beneficios;0;;0;;172500;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de internet, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office, Idiomas;No recibo bono;No recibo bono;1 solo;;Octubre;No;Sí;No me interesa;No;0.2;5;No estoy buscando cambiar;5;NA;Si, tiene un rol importante real;No se;NA;Si;;Charlas para marcar aspectos negativos de la conducta en personas ya que después odian a los de RRHH :(;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
199;2022-10-18T19:00:02Z;Mujer cis;25 - 30;Maestría o superior en curso;Ingeniería Comercial;Universidad Privada;Bolivia;NA;Relación de Dependencia;Servicios de salud;251 - 500;Nacional;;Analista;Plazo Fijo;Full time;Reclutamiento y selección;0;;0;;3500;Abono de celular;No recibo bono;No recibo bono;No tuve ajustes;;NA;No;Sí;No está permitido;Si;0.1;4;No,  pero escucho ofertas;3;NA;Se dice que sí, pero en la práctica no tiene un rol importante;Si;NA;Si;;Trámites presenciales en organismos públicos;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
200;2022-10-19T01:41:56Z;Mujer cis;25 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Alimentación, bebidas;101 - 250;Nacional;;Responsable;Monotributista;Full time;Reclutamiento y Selección más administración de personal;1;;1;;95000;Horarios flexibles;No recibo bono;No recibo bono;2 ajustes;;Septiembre;No;No;No está permitido;No;NA;2;Sí, activamente;2;"Trabajo en gastronomía, un día faltó la recepcionista y uno de mis jefes me quiso mandar a hacer el trabajo de recepcionista ya que ""era mí responsabilidad que el personal no falte a trabajar """;Se dice que sí, pero en la práctica no tiene un rol importante;Si;"Nos tomamos años de nuestra vida estudiando y capacitándonos para trabajar en el área, es muy molesto que una persona que solamente hizo un curso de selección y nada más acceda a un puesto de trabajo donde no solamente se ""contrata gente""";No;;Organizar la fiesta/regalos de fin de año;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0.1;No;No;En desacuerdo;No;Si;Si, es muy machista;Presencial 100%;No aplica;No aplica / Prefiero no responder;8;Con más estrés;No están claras las tareas de los puestos jerárquicos de la empresa y realizo tareas que no me competen;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
201;2022-10-19T09:32:15Z;Mujer cis;36 - 40;Diplomado de posgrado completo;Administración de Empresas;Universidad Privada;Perú;NA;Relación de Dependencia;Comercio;51 - 100;Multinacional;;Responsable;Indeterminado;Full time;Generalista;0;;0;;6500;Medicina prepaga / Plan de salud, Horarios flexibles, Home office, Idiomas;No recibo bono;No recibo bono;No tuve ajustes;;NA;No;No;No está permitido;No;0.3;5;No,  pero escucho ofertas;2;Las mentiras de los trabajadores;Se dice que sí, pero en la práctica no tiene un rol importante;Si;NA;No;;Filtrar CVs;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.3;No;No;Ni de acuerdo ni en desacuerdo;Si;No;Si pero no es tanto;Mixto;3 días;Algo satisfecho;8;Mismo nivel de estrés;No tener algunos aspectos claros;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
202;2022-10-19T10:51:59Z;Mujer cis;41 - 45;Terciario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Comercio;101 - 250;Nacional;;Analista;Indeterminado;Full time;Compensaciones y beneficios;0;;0;;260000;Medicina prepaga / Plan de salud, Licencias extendidas, Abono de celular, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Guadería, Home office;No recibo bono;No recibo bono;3 o más ajustes;;Octubre;No;Sí;No lo conversamos;No;0.1;4;No estoy buscando cambiar;3;NA;Se dice que sí, pero en la práctica no tiene un rol importante;No se;NA;No;;Archivar;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.3;No;Si;Totalmente de acuerdo;No se;No;Si pero no es tanto;Mixto;4 días;Muy insatisfecho;3;Con menos estrés;Cuando se interponen en mi trabajo sin los conocimientos necesarios;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
203;2022-10-19T13:29:13Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Salta;Relación de Dependencia;Petróleo y producción de gas, refinación de petróleo;251 - 500;Nacional;;Analista;Indeterminado;Full time;Capacitación y desarrollo;0;;6;;180000;Medicina prepaga / Plan de salud, Comedor / Almuerzos, Seguro de vida (adicionales a los de ley);Menos de un sueldo;Anual;2 ajustes;;Septiembre;No;Sí;No está permitido;No;0;3;No,  pero escucho ofertas;2;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
